protein1,protein2,tm_score,sequence_divergence,patristic_distance,protein1_cluster,protein2_cluster,cluster_key
P005064008787_Drosophila_albomicans_part1_of2,P005093013423_Drosophila_sechellia_part1_of1,0.85439,0.4475806451612903,1.075801921,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005095004731_Drosophila_setifemur_part1_of1,0.79956,0.6680327868852459,2.026404738,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005095011902_Drosophila_setifemur_part1_of1,0.75195,0.4770642201834862,1.1493934339999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005095011903_Drosophila_setifemur_part1_of1,0.79083,0.4959016393442623,1.074175132,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005097008429_Drosophila_subobscura_part1_of2,0.83275,0.4269230769230769,0.943963303,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005097008429_Drosophila_subobscura_part2_of2,0.81039,0.6544715447154472,1.85204189,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part1_of2,P005097009271_Drosophila_subobscura_part1_of1,0.80179,0.6666666666666667,1.900069428,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.80079,0.6884615384615385,2.054901457,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.81466,0.4462151394422311,1.037840934,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005099002466_Drosophila_suzukii_part1_of1,0.80577,0.4412955465587044,1.05770403,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005099007453_Drosophila_suzukii_part1_of1,0.79918,0.6844262295081966,2.073738574,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005100011380_Drosophila_takahashii_part1_of2,0.80094,0.689922480620155,2.086246193,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005100011380_Drosophila_takahashii_part2_of2,0.81146,0.4621513944223108,1.044736042,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005101009090_Drosophila_teissieri_part1_of1,0.7943,0.6707818930041152,2.033202877,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005101009092_Drosophila_teissieri_part1_of1,0.81012,0.4453441295546558,1.0680828569999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005102009205_Drosophila_virilis_part1_of1,0.78522,0.6694214876033058,2.086334258,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,P005102009206_Drosophila_virilis_part1_of1,0.85172,0.2682926829268293,0.430129706,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005103011421_Drosophila_willistoni_part1_of1,0.83682,0.3724696356275303,0.634544451,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part1_of2,P005103011422_Drosophila_willistoni_part1_of1,0.77889,0.6666666666666667,1.984563546,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part1_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.85785,0.4475806451612903,1.079724458,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.85844,0.8,3.089285577,Cluster_1,Cluster_4,Cluster_1_Cluster_4
P005064008787_Drosophila_albomicans_part2_of2,P005064008787_Drosophila_albomicans_part1_of2,0.89224,0.4559999999999999,0.947292936,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005064013138_Drosophila_albomicans_part1_of1,0.87042,0.7053941908713692,2.345624484,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005065001328_Drosophila_ananassae_part1_of2,0.9071,0.5121951219512195,1.3587038000000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005065001328_Drosophila_ananassae_part2_of2,0.89355,0.6776859504132231,2.135852244,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part2_of2,P005065003751_Drosophila_ananassae_part1_of1,0.88247,0.7272727272727273,2.310221736,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005066011807_Drosophila_arizonae_part1_of2,0.87527,0.7178423236514523,2.44963412,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005066011807_Drosophila_arizonae_part2_of2,0.84359,0.4553191489361702,0.94046252,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.88659,0.7396694214876033,2.344205039,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.87478,0.4756097560975609,1.306692093,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.88044,0.7272727272727273,2.312648141,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.88238,0.548,1.405757356,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.86785,0.5178571428571428,1.426898374,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.89724,0.7272727272727273,2.223758816,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005071004180_Drosophila_busckii_part1_of1,0.84489,0.7098214285714286,2.30181362,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005071007432_Drosophila_busckii_part1_of1,0.86154,0.48,1.029955258,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005072008715_Drosophila_elegans_part1_of1,0.88686,0.7396694214876033,2.326146399,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005072008716_Drosophila_elegans_part1_of1,0.88956,0.4796747967479674,1.3016485430000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005073012561_Drosophila_erecta_part1_of1,0.86667,0.5121951219512195,1.2935496640000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005074010565_Drosophila_eugracilis_part1_of1,0.88296,0.5,1.306834066,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005074010571_Drosophila_eugracilis_part1_of1,0.88416,0.731404958677686,2.2899276149999994,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005075007245_Drosophila_ficusphila_part1_of1,0.86934,0.7396694214876033,2.317479563,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005076010725_Drosophila_grimshawi_part1_of1,0.8127,0.5527426160337553,1.193304703,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005076010744_Drosophila_grimshawi_part1_of1,0.87583,0.7261410788381742,2.423918421,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005076010745_Drosophila_grimshawi_part1_of1,0.89307,0.4918699186991869,0.987723278,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005077009626_Drosophila_guanche_part1_of1,0.89887,0.5365853658536586,1.201670662,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005077011090_Drosophila_guanche_part1_of1,0.88751,0.5365853658536586,1.201670662,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005077011621_Drosophila_guanche_part1_of1,0.8706,0.7107438016528926,2.2044990879999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005078005510_Drosophila_hydei_part1_of1,0.90792,0.4512195121951219,1.020718835,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005078006118_Drosophila_hydei_part1_of1,0.86877,0.7178423236514523,2.402986866,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005079010340_Drosophila_innubila_part1_of1,0.88391,0.4390243902439024,0.664906711,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005079011844_Drosophila_innubila_part1_of2,0.88296,0.7344398340248963,2.343171451,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005079011844_Drosophila_innubila_part2_of2,0.86359,0.4449339207048458,0.940200054,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005080010494_Drosophila_ironensis_part1_of1,0.89358,0.71900826446281,2.3111262169999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005080010499_Drosophila_ironensis_part1_of1,0.8665,0.5089285714285714,1.451322196,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005080012110_Drosophila_ironensis_part1_of1,0.88626,0.5021834061135371,1.211180334,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005081003743_Drosophila_kikkawai_part1_of3,0.88186,0.7272727272727273,2.226150221,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005081003743_Drosophila_kikkawai_part2_of3,0.801,0.5533980582524272,1.497003889,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005081003743_Drosophila_kikkawai_part3_of3,0.88118,0.5403225806451613,1.3932111310000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005081004694_Drosophila_kikkawai_part1_of1,0.88336,0.5591836734693878,1.487010149,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005082012188_Drosophila_mauritiana_part1_of1,0.88562,0.7231404958677685,2.303264236,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.88671,0.5040650406504066,1.2945387410000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.88708,0.7272727272727273,2.307178152,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.88409,0.5121951219512195,1.2938636900000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005084006084_Drosophila_miranda_part1_of1,0.89417,0.524390243902439,1.137774862,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005084006085_Drosophila_miranda_part1_of1,0.87807,0.7148760330578512,2.172651318,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.85688,0.7136929460580913,2.452037466,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.85292,0.4693877551020408,0.989118009,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005086002813_Drosophila_navojoa_part1_of1,0.85878,0.7136929460580913,2.433679258,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005086003013_Drosophila_navojoa_part1_of1,0.9097,0.4471544715447154,0.952277363,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.89642,0.483739837398374,1.0535004730000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.88588,0.7219917012448133,2.37226359,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.90234,0.4552845528455285,0.937695667,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005088004783_Drosophila_obscura_part1_of1,0.89545,0.5203252032520325,1.1874060160000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005088004859_Drosophila_obscura_part1_of1,0.86936,0.689795918367347,2.171517089,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part2_of2,P005088004876_Drosophila_obscura_part1_of1,0.88231,0.731404958677686,2.200418937,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005089006354_Drosophila_persimilis_part1_of1,0.89386,0.5203252032520325,1.133847057,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005089006356_Drosophila_persimilis_part1_of1,0.88413,0.7148760330578512,2.172651318,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.87569,0.7231404958677685,2.331694854,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005092009946_Drosophila_santomea_part1_of1,0.88831,0.7272727272727273,2.330956259,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005092009948_Drosophila_santomea_part1_of1,0.87757,0.5121951219512195,1.293830293,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005093013422_Drosophila_sechellia_part1_of1,0.87343,0.7272727272727273,2.307208768,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005093013423_Drosophila_sechellia_part1_of1,0.87863,0.5121951219512195,1.289941153,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005095004731_Drosophila_setifemur_part1_of1,0.87284,0.7283950617283951,2.31233407,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005095011902_Drosophila_setifemur_part1_of1,0.83444,0.5229357798165137,1.363532666,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005095011903_Drosophila_setifemur_part1_of1,0.8785,0.5720164609053497,1.288314364,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005097008429_Drosophila_subobscura_part1_of2,0.89276,0.532520325203252,1.1581025349999998,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005097008429_Drosophila_subobscura_part2_of2,0.88693,0.6829268292682926,2.137971222,Cluster_1,Cluster_3,Cluster_1_Cluster_3
P005064008787_Drosophila_albomicans_part2_of2,P005097009271_Drosophila_subobscura_part1_of1,0.87692,0.7231404958677685,2.1859987599999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.88378,0.7366255144032922,2.3408307889999995,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.87837,0.484,1.251980166,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005099002466_Drosophila_suzukii_part1_of1,0.8824,0.4878048780487805,1.271843262,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005099007453_Drosophila_suzukii_part1_of1,0.86898,0.7325102880658436,2.359667906,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005100011380_Drosophila_takahashii_part1_of2,0.86917,0.7366255144032922,2.372175525,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005100011380_Drosophila_takahashii_part2_of2,0.88638,0.488,1.2588752740000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005101009090_Drosophila_teissieri_part1_of1,0.88819,0.7272727272727273,2.319132209,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005101009092_Drosophila_teissieri_part1_of1,0.88114,0.5121951219512195,1.282222089,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005102009205_Drosophila_virilis_part1_of1,0.8901,0.7219917012448133,2.37226359,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.89803,0.4634146341463414,0.964857132,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.89738,0.4898785425101214,1.169271877,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064008787_Drosophila_albomicans_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.87724,0.7272727272727273,2.270492878,Cluster_1,Cluster_2,Cluster_1_Cluster_2
P005064008787_Drosophila_albomicans_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.88624,0.5121951219512195,1.2938636900000002,Cluster_1,Cluster_1,Cluster_1_Cluster_1
P005064013138_Drosophila_albomicans_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.84949,0.7459016393442623,2.482466927,Cluster_2,Cluster_4,Cluster_2_Cluster_4
P005064013138_Drosophila_albomicans_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.86897,0.6652892561983471,2.059695152,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.86712,0.7053941908713692,2.345624484,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88198,0.6735537190082644,2.5428961160000005,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.879,0.6910569105691057,2.10503203,Cluster_2,Cluster_3,Cluster_2_Cluster_3
P005064013138_Drosophila_albomicans_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.92423,0.1967871485943775,0.3411663539999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90958,0.1553784860557768,0.2171965379999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.80748,0.6371681415929203,2.052864736,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.90859,0.1847389558232931,0.375149657,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.85733,0.7024793388429752,2.4908844089999995,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.91506,0.1887550200803213,0.3435927589999999,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86689,0.6818181818181819,2.5899496720000004,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84471,0.6711111111111111,2.61109069,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.90799,0.1807228915662651,0.254703434,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.8952,0.0973451327433628,0.124035318,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.84309,0.6858407079646018,2.142357474,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.90989,0.2088353413654619,0.357091017,Cluster_2,Cluster_2,Cluster_2_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.86543,0.6942148760330579,2.485840859,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.85251,0.6859504132231404,2.47774198,Cluster_2,Cluster_1,Cluster_1_Cluster_2
P005064013138_Drosophila_albomicans_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.86911,0.6900826446280992,2.4910263820000003,Cluster_2,Cluster_1,Cluster_1_Cluster_2
