protein1,protein2,tm_score,sequence_divergence,patristic_distance
P005064008787_Drosophila_albomicans_part2_of2,P005082012529_Drosophila_mauritiana_part1_of1,0.88671,0.5040650406504066,1.2945387410000002
P005064008787_Drosophila_albomicans_part2_of2,P005083008909_Drosophila_melanogaster_part1_of1,0.88708,0.7272727272727273,2.3071781519999996
P005064008787_Drosophila_albomicans_part2_of2,P005083008910_Drosophila_melanogaster_part1_of1,0.88409,0.5121951219512195,1.2938636900000002
P005064008787_Drosophila_albomicans_part2_of2,P005084006084_Drosophila_miranda_part1_of1,0.89417,0.524390243902439,1.137774862
P005064008787_Drosophila_albomicans_part2_of2,P005084006085_Drosophila_miranda_part1_of1,0.87807,0.7148760330578512,2.1726513179999998
P005064008787_Drosophila_albomicans_part2_of2,P005085005288_Drosophila_mojavensis_part1_of1,0.85688,0.7136929460580913,2.4520374659999997
P005064008787_Drosophila_albomicans_part2_of2,P005085005289_Drosophila_mojavensis_part1_of1,0.85292,0.4693877551020408,0.989118009
P005064008787_Drosophila_albomicans_part2_of2,P005086002813_Drosophila_navojoa_part1_of1,0.85878,0.7136929460580913,2.4336792579999997
P005064008787_Drosophila_albomicans_part2_of2,P005086003013_Drosophila_navojoa_part1_of1,0.9097,0.44715447154471544,0.9522773630000001
P005064008787_Drosophila_albomicans_part2_of2,P005087007713_Drosophila_novamexicana_part1_of1,0.89642,0.483739837398374,1.0535004730000002
P005064008787_Drosophila_albomicans_part2_of2,P005087007760_Drosophila_novamexicana_part1_of1,0.88588,0.7219917012448133,2.3722635899999998
P005064008787_Drosophila_albomicans_part2_of2,P005087007761_Drosophila_novamexicana_part1_of1,0.90234,0.4552845528455285,0.9376956670000001
P005064008787_Drosophila_albomicans_part2_of2,P005088004783_Drosophila_obscura_part1_of1,0.89545,0.5203252032520325,1.1874060160000002
P005064008787_Drosophila_albomicans_part2_of2,P005088004859_Drosophila_obscura_part1_of1,0.86936,0.689795918367347,2.171517089
P005064008787_Drosophila_albomicans_part2_of2,P005088004876_Drosophila_obscura_part1_of1,0.88231,0.731404958677686,2.200418937
P005064008787_Drosophila_albomicans_part2_of2,P005089006354_Drosophila_persimilis_part1_of1,0.89386,0.5203252032520325,1.133847057
P005064008787_Drosophila_albomicans_part2_of2,P005089006356_Drosophila_persimilis_part1_of1,0.88413,0.7148760330578512,2.1726513179999998
P005064008787_Drosophila_albomicans_part2_of2,P005091006300_Drosophila_rhopaloa_part1_of1,0.87569,0.7231404958677685,2.3316948539999998
P005064008787_Drosophila_albomicans_part2_of2,P005092009946_Drosophila_santomea_part1_of1,0.88831,0.7272727272727273,2.3309562589999997
P005064008787_Drosophila_albomicans_part2_of2,P005092009948_Drosophila_santomea_part1_of1,0.87757,0.5121951219512195,1.293830293
P005064008787_Drosophila_albomicans_part2_of2,P005093013422_Drosophila_sechellia_part1_of1,0.87343,0.7272727272727273,2.3072087679999997
P005064008787_Drosophila_albomicans_part2_of2,P005093013423_Drosophila_sechellia_part1_of1,0.87863,0.5121951219512195,1.289941153
P005064008787_Drosophila_albomicans_part2_of2,P005095004731_Drosophila_setifemur_part1_of1,0.87284,0.7283950617283951,2.31233407
P005064008787_Drosophila_albomicans_part2_of2,P005095011902_Drosophila_setifemur_part1_of1,0.83444,0.5229357798165137,1.363532666
P005064008787_Drosophila_albomicans_part2_of2,P005095011903_Drosophila_setifemur_part1_of1,0.8785,0.5720164609053497,1.288314364
P005064008787_Drosophila_albomicans_part2_of2,P005097008429_Drosophila_subobscura_part1_of2,0.89276,0.532520325203252,1.1581025349999998
P005064008787_Drosophila_albomicans_part2_of2,P005097008429_Drosophila_subobscura_part2_of2,0.88693,0.6829268292682926,2.137971222
P005064008787_Drosophila_albomicans_part2_of2,P005097009271_Drosophila_subobscura_part1_of1,0.87692,0.7231404958677685,2.1859987599999995
P005064008787_Drosophila_albomicans_part2_of2,P005098006594_Drosophila_subpulchrella_part1_of2,0.88378,0.7366255144032922,2.3408307889999995
P005064008787_Drosophila_albomicans_part2_of2,P005098006594_Drosophila_subpulchrella_part2_of2,0.87837,0.484,1.251980166
P005064008787_Drosophila_albomicans_part2_of2,P005099002466_Drosophila_suzukii_part1_of1,0.8824,0.4878048780487805,1.271843262
P005064008787_Drosophila_albomicans_part2_of2,P005099007453_Drosophila_suzukii_part1_of1,0.86898,0.7325102880658436,2.359667906
P005064008787_Drosophila_albomicans_part2_of2,P005100011380_Drosophila_takahashii_part1_of2,0.86917,0.7366255144032922,2.372175525
P005064008787_Drosophila_albomicans_part2_of2,P005100011380_Drosophila_takahashii_part2_of2,0.88638,0.488,1.2588752740000002
P005064008787_Drosophila_albomicans_part2_of2,P005101009090_Drosophila_teissieri_part1_of1,0.88819,0.7272727272727273,2.3191322089999997
P005064008787_Drosophila_albomicans_part2_of2,P005101009092_Drosophila_teissieri_part1_of1,0.88114,0.5121951219512195,1.282222089
P005064008787_Drosophila_albomicans_part2_of2,P005102009205_Drosophila_virilis_part1_of1,0.8901,0.7219917012448133,2.3722635899999998
P005064008787_Drosophila_albomicans_part2_of2,P005102009206_Drosophila_virilis_part1_of1,0.89803,0.46341463414634143,0.964857132
P005064008787_Drosophila_albomicans_part2_of2,P005103011421_Drosophila_willistoni_part1_of1,0.89738,0.4898785425101214,1.169271877
P005064008787_Drosophila_albomicans_part2_of2,P005103011422_Drosophila_willistoni_part1_of1,0.87724,0.7272727272727273,2.2704928779999998
P005064008787_Drosophila_albomicans_part2_of2,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.88624,0.5121951219512195,1.2938636900000002
P005064013138_Drosophila_albomicans_part1_of1,B4KE22_Drosophila_mojavensisREF_part1_of1,0.84949,0.7459016393442623,2.482466927
P005064013138_Drosophila_albomicans_part1_of1,P005064008787_Drosophila_albomicans_part1_of2,0.86897,0.6652892561983471,2.0596951519999998
P005064013138_Drosophila_albomicans_part1_of1,P005064008787_Drosophila_albomicans_part2_of2,0.86712,0.7053941908713692,2.345624484
P005064013138_Drosophila_albomicans_part1_of1,P005065001328_Drosophila_ananassae_part1_of2,0.88198,0.6735537190082644,2.5428961160000005
P005064013138_Drosophila_albomicans_part1_of1,P005065001328_Drosophila_ananassae_part2_of2,0.879,0.6910569105691057,2.10503203
P005064013138_Drosophila_albomicans_part1_of1,P005065003751_Drosophila_ananassae_part1_of1,0.92423,0.19678714859437751,0.34116635399999995
P005064013138_Drosophila_albomicans_part1_of1,P005066011807_Drosophila_arizonae_part1_of2,0.90958,0.15537848605577687,0.21719653799999997
P005064013138_Drosophila_albomicans_part1_of1,P005066011807_Drosophila_arizonae_part2_of2,0.80748,0.6371681415929203,2.052864736
P005064013138_Drosophila_albomicans_part1_of1,P005067004171_Drosophila_biarmipes_part1_of1,0.90859,0.18473895582329314,0.375149657
P005064013138_Drosophila_albomicans_part1_of1,P005067004172_Drosophila_biarmipes_part1_of1,0.85733,0.7024793388429752,2.4908844089999995
P005064013138_Drosophila_albomicans_part1_of1,P005068011778_Drosophila_bipectinata_part1_of2,0.91506,0.1887550200803213,0.34359275899999997
P005064013138_Drosophila_albomicans_part1_of1,P005068011778_Drosophila_bipectinata_part2_of2,0.86689,0.6818181818181819,2.5899496720000004
P005064013138_Drosophila_albomicans_part1_of1,P005070006661_Drosophila_bunnanda_part1_of1,0.84471,0.6711111111111111,2.61109069
P005064013138_Drosophila_albomicans_part1_of1,P005070006662_Drosophila_bunnanda_part1_of1,0.90799,0.1807228915662651,0.254703434
P005064013138_Drosophila_albomicans_part1_of1,P005071004180_Drosophila_busckii_part1_of1,0.8952,0.09734513274336287,0.124035318
P005064013138_Drosophila_albomicans_part1_of1,P005071007432_Drosophila_busckii_part1_of1,0.84309,0.6858407079646018,2.1423574739999998
P005064013138_Drosophila_albomicans_part1_of1,P005072008715_Drosophila_elegans_part1_of1,0.90989,0.2088353413654619,0.357091017
P005064013138_Drosophila_albomicans_part1_of1,P005072008716_Drosophila_elegans_part1_of1,0.86543,0.6942148760330579,2.4858408589999996
P005064013138_Drosophila_albomicans_part1_of1,P005073012561_Drosophila_erecta_part1_of1,0.85251,0.6859504132231404,2.4777419800000002
P005064013138_Drosophila_albomicans_part1_of1,P005074010565_Drosophila_eugracilis_part1_of1,0.86911,0.6900826446280992,2.4910263820000003
P005064013138_Drosophila_albomicans_part1_of1,P005074010571_Drosophila_eugracilis_part1_of1,0.90716,0.20080321285140568,0.320872233
P005064013138_Drosophila_albomicans_part1_of1,P005075007245_Drosophila_ficusphila_part1_of1,0.91098,0.2168674698795181,0.34842418100000005
P005064013138_Drosophila_albomicans_part1_of1,P005076010725_Drosophila_grimshawi_part1_of1,0.78618,0.6939655172413793,2.3057069190000004
P005064013138_Drosophila_albomicans_part1_of1,P005076010744_Drosophila_grimshawi_part1_of1,0.91723,0.14516129032258063,0.19148083899999999
P005064013138_Drosophila_albomicans_part1_of1,P005076010745_Drosophila_grimshawi_part1_of1,0.86649,0.6804979253112033,2.1001254940000003
P005064013138_Drosophila_albomicans_part1_of1,P005077009626_Drosophila_guanche_part1_of1,0.87055,0.7148760330578512,2.3858629780000005
P005064013138_Drosophila_albomicans_part1_of1,P005077011090_Drosophila_guanche_part1_of1,0.85318,0.7148760330578512,2.3858629780000005
P005064013138_Drosophila_albomicans_part1_of1,P005077011621_Drosophila_guanche_part1_of1,0.91412,0.21285140562248994,0.314253056
P005064013138_Drosophila_albomicans_part1_of1,P005078005510_Drosophila_hydei_part1_of1,0.87067,0.6666666666666667,2.133121051
P005064013138_Drosophila_albomicans_part1_of1,P005078006118_Drosophila_hydei_part1_of1,0.89836,0.132,0.170549284
P005064013138_Drosophila_albomicans_part1_of1,P005079010340_Drosophila_innubila_part1_of1,0.84766,0.6763485477178424,2.4059400909999997
P005064013138_Drosophila_albomicans_part1_of1,P005079011844_Drosophila_innubila_part1_of2,0.90746,0.10358565737051795,0.11073385899999999
P005064013138_Drosophila_albomicans_part1_of1,P005079011844_Drosophila_innubila_part2_of2,0.8312,0.6607929515418502,2.05260227
P005064013138_Drosophila_albomicans_part1_of1,P005080010494_Drosophila_ironensis_part1_of1,0.90409,0.20481927710843373,0.34207083499999996
P005064013138_Drosophila_albomicans_part1_of1,P005080010499_Drosophila_ironensis_part1_of1,0.85107,0.72,2.6355145120000003
P005064013138_Drosophila_albomicans_part1_of1,P005080012110_Drosophila_ironensis_part1_of1,0.86456,0.7,2.3953726499999997
P005064013138_Drosophila_albomicans_part1_of1,P005081003743_Drosophila_kikkawai_part1_of3,0.90322,0.17670682730923692,0.257094839
P005064013138_Drosophila_albomicans_part1_of1,P005081003743_Drosophila_kikkawai_part2_of3,0.76187,0.7038834951456311,2.681196205
P005064013138_Drosophila_albomicans_part1_of1,P005081003743_Drosophila_kikkawai_part3_of3,0.85412,0.6929460580912863,2.577403447
P005064013138_Drosophila_albomicans_part1_of1,P005081004694_Drosophila_kikkawai_part1_of1,0.87009,0.71900826446281,2.6712024649999995
P005064013138_Drosophila_albomicans_part1_of1,P005082012188_Drosophila_mauritiana_part1_of1,0.91417,0.19678714859437751,0.334208854
P005064013138_Drosophila_albomicans_part1_of1,P005082012529_Drosophila_mauritiana_part1_of1,0.86926,0.6942148760330579,2.478731057
P005064013138_Drosophila_albomicans_part1_of1,P005083008909_Drosophila_melanogaster_part1_of1,0.90961,0.19678714859437751,0.33812277
P005064013138_Drosophila_albomicans_part1_of1,P005083008910_Drosophila_melanogaster_part1_of1,0.86736,0.6900826446280992,2.478056006
P005064013138_Drosophila_albomicans_part1_of1,P005084006084_Drosophila_miranda_part1_of1,0.86827,0.7107438016528926,2.3219671780000004
P005064013138_Drosophila_albomicans_part1_of1,P005084006085_Drosophila_miranda_part1_of1,0.9007,0.22489959839357432,0.282405286
P005064013138_Drosophila_albomicans_part1_of1,P005085005288_Drosophila_mojavensis_part1_of1,0.95437,0.1633466135458167,0.21959988399999997
P005064013138_Drosophila_albomicans_part1_of1,P005085005289_Drosophila_mojavensis_part1_of1,0.8248,0.6440677966101696,2.101520225
P005064013138_Drosophila_albomicans_part1_of1,P005086002813_Drosophila_navojoa_part1_of1,0.92849,0.15600000000000003,0.20124167599999998
P005064013138_Drosophila_albomicans_part1_of1,P005086003013_Drosophila_navojoa_part1_of1,0.86995,0.6348547717842323,2.064679579
P005064013138_Drosophila_albomicans_part1_of1,P005087007713_Drosophila_novamexicana_part1_of1,0.86146,0.6639004149377593,2.165902689
P005064013138_Drosophila_albomicans_part1_of1,P005087007760_Drosophila_novamexicana_part1_of1,0.90663,0.11155378486055778,0.139826008
P005064013138_Drosophila_albomicans_part1_of1,P005087007761_Drosophila_novamexicana_part1_of1,0.86273,0.6556016597510373,2.0500978830000003
P005064013138_Drosophila_albomicans_part1_of1,P005088004783_Drosophila_obscura_part1_of1,0.87471,0.6859504132231404,2.3715983320000005
P005064013138_Drosophila_albomicans_part1_of1,P005088004859_Drosophila_obscura_part1_of1,0.85338,0.6733870967741935,2.1406968749999997
P005064013138_Drosophila_albomicans_part1_of1,P005088004876_Drosophila_obscura_part1_of1,0.90995,0.22891566265060237,0.31017290499999994
P005064013138_Drosophila_albomicans_part1_of1,P005089006354_Drosophila_persimilis_part1_of1,0.86952,0.7107438016528926,2.3180393730000004
P005064013138_Drosophila_albomicans_part1_of1,P005089006356_Drosophila_persimilis_part1_of1,0.9118,0.22489959839357432,0.282405286
P005064013138_Drosophila_albomicans_part1_of1,P005091006300_Drosophila_rhopaloa_part1_of1,0.91371,0.20080321285140568,0.362639472
P005064013138_Drosophila_albomicans_part1_of1,P005092009946_Drosophila_santomea_part1_of1,0.9096,0.20080321285140568,0.361900877
P005064013138_Drosophila_albomicans_part1_of1,P005092009948_Drosophila_santomea_part1_of1,0.86012,0.6942148760330579,2.478022609
P005064013138_Drosophila_albomicans_part1_of1,P005093013422_Drosophila_sechellia_part1_of1,0.91104,0.19678714859437751,0.338153386
P005064013138_Drosophila_albomicans_part1_of1,P005093013423_Drosophila_sechellia_part1_of1,0.86307,0.6900826446280992,2.474133469
P005064013138_Drosophila_albomicans_part1_of1,P005095004731_Drosophila_setifemur_part1_of1,0.90134,0.22489959839357432,0.343278688
P005064013138_Drosophila_albomicans_part1_of1,P005095011902_Drosophila_setifemur_part1_of1,0.81195,0.6880733944954128,2.547724982
P005064013138_Drosophila_albomicans_part1_of1,P005095011903_Drosophila_setifemur_part1_of1,0.85159,0.7029288702928871,2.4725066799999995
P005064013138_Drosophila_albomicans_part1_of1,P005097008429_Drosophila_subobscura_part1_of2,0.86833,0.7148760330578512,2.342294851
P005064013138_Drosophila_albomicans_part1_of1,P005097008429_Drosophila_subobscura_part2_of2,0.86222,0.6774193548387097,2.1071510079999998
P005064013138_Drosophila_albomicans_part1_of1,P005097009271_Drosophila_subobscura_part1_of1,0.89951,0.22489959839357432,0.29575272799999996
P005064013138_Drosophila_albomicans_part1_of1,P005098006594_Drosophila_subpulchrella_part1_of2,0.90986,0.20481927710843373,0.371775407
P005064013138_Drosophila_albomicans_part1_of1,P005098006594_Drosophila_subpulchrella_part2_of2,0.86452,0.6983471074380165,2.436172482
P005064013138_Drosophila_albomicans_part1_of1,P005099002466_Drosophila_suzukii_part1_of1,0.86274,0.7024793388429752,2.456035578
P005064013138_Drosophila_albomicans_part1_of1,P005099007453_Drosophila_suzukii_part1_of1,0.9013,0.2168674698795181,0.390612524
P005064013138_Drosophila_albomicans_part1_of1,P005100011380_Drosophila_takahashii_part1_of2,0.89114,0.22088353413654616,0.403120143
P005064013138_Drosophila_albomicans_part1_of1,P005100011380_Drosophila_takahashii_part2_of2,0.87096,0.6900826446280992,2.44306759
P005064013138_Drosophila_albomicans_part1_of1,P005101009090_Drosophila_teissieri_part1_of1,0.90864,0.20080321285140568,0.350076827
P005064013138_Drosophila_albomicans_part1_of1,P005101009092_Drosophila_teissieri_part1_of1,0.86226,0.6859504132231404,2.466414405
P005064013138_Drosophila_albomicans_part1_of1,P005102009205_Drosophila_virilis_part1_of1,0.92651,0.11155378486055778,0.139826008
P005064013138_Drosophila_albomicans_part1_of1,P005102009206_Drosophila_virilis_part1_of1,0.86611,0.6680497925311204,2.077259348
P005064013138_Drosophila_albomicans_part1_of1,P005103011421_Drosophila_willistoni_part1_of1,0.86436,0.6666666666666667,2.2816740930000003
P005064013138_Drosophila_albomicans_part1_of1,P005103011422_Drosophila_willistoni_part1_of1,0.91753,0.13654618473895586,0.178717316
P005064013138_Drosophila_albomicans_part1_of1,Q9VBV3_Drosophila_melanogasterREF_part1_of1,0.8663,0.6900826446280992,2.478056006
P005065001328_Drosophila_ananassae_part1_of2,B4KE22_Drosophila_mojavensisREF_part1_of1,0.73792,0.7670682730923695,3.2865572089999997
P005065001328_Drosophila_ananassae_part1_of2,P005064008787_Drosophila_albomicans_part1_of2,0.76666,0.5181159420289856,1.144564568
P005065001328_Drosophila_ananassae_part1_of2,P005064008787_Drosophila_albomicans_part2_of2,0.75966,0.5121951219512195,1.3587038000000002
P005065001328_Drosophila_ananassae_part1_of2,P005064013138_Drosophila_albomicans_part1_of1,0.74288,0.6735537190082644,2.5428961160000005
P005065001328_Drosophila_ananassae_part1_of2,P005065001328_Drosophila_ananassae_part2_of2,0.75479,0.6844262295081966,2.333123876
P005065001328_Drosophila_ananassae_part1_of2,P005065003751_Drosophila_ananassae_part1_of1,0.74523,0.6995884773662551,2.5074933680000004
P005065001328_Drosophila_ananassae_part1_of2,P005066011807_Drosophila_arizonae_part1_of2,0.77822,0.7022900763358779,2.6469057520000003
P005065001328_Drosophila_ananassae_part1_of2,P005066011807_Drosophila_arizonae_part2_of2,0.70159,0.4545454545454546,1.137734152
P005065001328_Drosophila_ananassae_part1_of2,P005067004171_Drosophila_biarmipes_part1_of1,0.74899,0.6995884773662551,2.5414766710000003
P005065001328_Drosophila_ananassae_part1_of2,P005067004172_Drosophila_biarmipes_part1_of1,0.74984,0.3266129032258065,0.574317311
P005065001328_Drosophila_ananassae_part1_of2,P005068011778_Drosophila_bipectinata_part1_of2,0.74768,0.7086614173228347,2.5099197730000005
P005065001328_Drosophila_ananassae_part1_of2,P005068011778_Drosophila_bipectinata_part2_of2,0.76124,0.1088709677419355,0.11685033
P005065001328_Drosophila_ananassae_part1_of2,P005070006661_Drosophila_bunnanda_part1_of1,0.73768,0.4070796460176991,0.6945235920000001
P005065001328_Drosophila_ananassae_part1_of2,P005070006662_Drosophila_bunnanda_part1_of1,0.75596,0.6831275720164609,2.4210304480000002
P005065001328_Drosophila_ananassae_part1_of2,P005071004180_Drosophila_busckii_part1_of1,0.71432,0.6844444444444444,2.4990852520000004
P005065001328_Drosophila_ananassae_part1_of2,P005071007432_Drosophila_busckii_part1_of1,0.73355,0.4823008849557522,1.22722689
